Cratomorphus sp (NCC Ent 12),,,,,,,,,
Specimen,Species,Filename,Measurement_type,Location,Sensillum_type,Olfactory_type,Value,Label on image,Comments
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f1_W.tif,sensillum width med,F1,mechano,NA,2.545,cyan 3 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f1_W.tif,sensillum width dis,F1,mechano,NA,0.99,cyan 3 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f1_W.tif,sensillum width med,F1,olfactory,trichoid,1.951,magenta 1 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f1_W.tif,sensillum width med,F1,olfactory,trichoid,1.864,magenta 2 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f1_W.tif,sensillum width med,F1,olfactory,trichoid,2.206,magenta 3 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_antennae1.tif,segment length,F2,NA,NA,650.294,,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_L.tif,sensillum length,F2,mechano,NA,97.789,cyan 1,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_L.tif,sensillum length,F2,mechano,NA,64.525,cyan 2,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_L.tif,sensillum length,F2,mechano,NA,48.545,cyan 3,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_L.tif,sensillum length,F2,mechano,NA,89.281,cyan 4,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_L.tif,sensillum length,F2,mechano,NA,87.342,cyan 5,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_L.tif,sensillum length,F2,olfactory,trichoid,10.09,magenta 1,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_L.tif,sensillum length,F2,olfactory,trichoid,14.843,magenta 2,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_L.tif,sensillum length,F2,olfactory,trichoid,10.525,magenta 3,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_L.tif,sensillum length,F2,olfactory,trichoid,14.702,magenta 4,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_L.tif,sensillum length,F2,olfactory,trichoid,12.65,magenta 5,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_W.tif,sensillum width prox,F2,mechano,NA,5.196,cyan 1 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_W.tif,sensillum width med,F2,mechano,NA,3.199,cyan 1 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_W.tif,sensillum width dis,F2,mechano,NA,1.034,cyan 1 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_W.tif,sensillum width prox,F2,mechano,NA,4.106,cyan 2 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_W.tif,sensillum width med,F2,mechano,NA,1.918,cyan 2 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_W.tif,sensillum width dis,F2,mechano,NA,0.714,cyan 2 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_W.tif,sensillum width prox,F2,mechano,NA,4.703,cyan 3 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_W.tif,sensillum width med,F2,mechano,NA,3.147,cyan 3 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_W.tif,sensillum width dis,F2,mechano,NA,1.973,cyan 3 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_W.tif,sensillum width med,F2,olfactory,trichoid,2.166,magenta 1 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_W.tif,sensillum width med,F2,olfactory,trichoid,1.94,magenta 2 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f2_W.tif,sensillum width med,F2,olfactory,trichoid,1.838,magenta 3 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_antennae1.tif,segment length,F3,NA,NA,603.336,,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_L.tif,sensillum length,F3,mechano,NA,66.48,1 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_L.tif,sensillum length,F3,mechano,NA,57.441,2 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_L.tif,sensillum length,F3,mechano,NA,82.559,3 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_L.tif,sensillum length,F3,mechano,NA,77.561,4 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_L.tif,sensillum length,F3,mechano,NA,70.561,5 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_L.tif,sensillum length,F3,mechano,NA,65.11,6 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_L.tif,sensillum length,F3,mechano,NA,62.838,7 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_L.tif,sensillum length,F3,mechano,NA,66.254,8 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_L.tif,sensillum length,F3,olfactory,trichoid,14.232,1 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_L.tif,sensillum length,F3,olfactory,trichoid,12.526,2 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_L.tif,sensillum length,F3,olfactory,trichoid,16.01,3 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_L.tif,sensillum length,F3,olfactory,trichoid,17.048,4 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_L.tif,sensillum length,F3,olfactory,trichoid,15.821,5 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width prox,F3,mechano,NA,4.422,1 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width med,F3,mechano,NA,1.963,1 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width dis,F3,mechano,NA,0.294,1 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width prox,F3,mechano,NA,3.473,2 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width med,F3,mechano,NA,1.652,2 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width dis,F3,mechano,NA,0.261,2 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width prox,F3,mechano,NA,3.781,3 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width med,F3,mechano,NA,1.258,3 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width dis,F3,mechano,NA,0.751,3 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width prox,F3,mechano,NA,4.48,4 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width med,F3,mechano,NA,1.837,4 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width dis,F3,mechano,NA,0.415,4 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width prox,F3,mechano,NA,4.149,5 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width med,F3,mechano,NA,1.927,5 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width dis,F3,mechano,NA,0.387,5 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.769,1 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.701,2 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.639,3 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_antennae2.tif,segment length,F4,NA,NA,608.336,,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_L.tif,sensillum length,F4,mechano,NA,73.108,1 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_L.tif,sensillum length,F4,mechano,NA,76.799,2 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_L.tif,sensillum length,F4,mechano,NA,75.235,3 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_L.tif,sensillum length,F4,mechano,NA,95.752,4 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_L.tif,sensillum length,F4,mechano,NA,85.201,5 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_L.tif,sensillum length,F4,mechano,NA,93.133,6 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_L.tif,sensillum length,F4,mechano,NA,74.052,7 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_L.tif,sensillum length,F4,mechano,NA,69.584,8 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_L.tif,sensillum length,F4,olfactory,trichoid,13.561,1 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_L.tif,sensillum length,F4,olfactory,trichoid,17.286,2 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_L.tif,sensillum length,F4,olfactory,trichoid,14.872,3 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_L.tif,sensillum length,F4,olfactory,trichoid,16.985,4 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_L.tif,sensillum length,F4,olfactory,trichoid,17.246,5 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width prox,F4,mechano,NA,4.057,1 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width med,F4,mechano,NA,1.971,1 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width dis,F4,mechano,NA,0.641,1 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width prox,F4,mechano,NA,4.916,2 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width med,F4,mechano,NA,3.091,2 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width dis,F4,mechano,NA,1.339,2 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width prox,F4,mechano,NA,3.855,3 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width med,F4,mechano,NA,2.621,3 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width dis,F4,mechano,NA,0.641,3 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width prox,F4,mechano,NA,3.881,4 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width med,F4,mechano,NA,1.956,4 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width dis,F4,mechano,NA,0.647,4 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width prox,F4,mechano,NA,4.39,5 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width med,F4,mechano,NA,1.716,5 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width dis,F4,mechano,NA,0.428,5 (yellow),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width med,F4,olfactory,trichoid,2.121,1 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width med,F4,olfactory,trichoid,1.779,2 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f4_W.tif,sensillum width med,F4,olfactory,trichoid,2.016,3 (pink),
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_antennae2.tif,segment length,F5,NA,NA,596.771,,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_L.tif,sensillum length,F5,mechano,NA,74.893,cyan 1,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_L.tif,sensillum length,F5,mechano,NA,85.088,cyan 2,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_L.tif,sensillum length,F5,mechano,NA,68.645,cyan 3,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_L.tif,sensillum length,F5,mechano,NA,111.081,cyan 4,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_L.tif,sensillum length,F5,mechano,NA,67.206,cyan 5,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_L.tif,sensillum length,F5,olfactory,trichoid,16.091,magenta 1,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_L.tif,sensillum length,F5,olfactory,trichoid,17.031,magenta 2,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_L.tif,sensillum length,F5,olfactory,trichoid,14.419,magenta 3,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_L.tif,sensillum length,F5,olfactory,trichoid,14.966,magenta 4,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_L.tif,sensillum length,F5,olfactory,trichoid,13.887,magenta 5,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_W.tif,sensillum width prox,F5,mechano,NA,5.145,cyan 1 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_W.tif,sensillum width med,F5,mechano,NA,2.343,cyan 1 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_W.tif,sensillum width dis,F5,mechano,NA,0.612,cyan 1 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_W.tif,sensillum width prox,F5,mechano,NA,4.542,cyan 2 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_W.tif,sensillum width med,F5,mechano,NA,3.022,cyan 2 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_W.tif,sensillum width dis,F5,mechano,NA,1.855,cyan 2 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_W.tif,sensillum width prox,F5,mechano,NA,4.218,cyan 3 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_W.tif,sensillum width med,F5,mechano,NA,2.043,cyan 3 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_W.tif,sensillum width dis,F5,mechano,NA,0.699,cyan 3 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_W.tif,sensillum width med,F5,olfactory,trichoid,2.116,magenta 1 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_W.tif,sensillum width med,F5,olfactory,trichoid,2.186,magenta 2 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f5_W.tif,sensillum width med,F5,olfactory,trichoid,2.205,magenta 3 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_antennae2.tif,segment length,F6,NA,NA,508.649,,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_L.tif,sensillum length,F6,mechano,NA,76.934,cyan 1,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_L.tif,sensillum length,F6,mechano,NA,94.268,cyan 2,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_L.tif,sensillum length,F6,mechano,NA,53.026,cyan 3,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_L.tif,sensillum length,F6,mechano,NA,58.306,cyan 4,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_L.tif,sensillum length,F6,mechano,NA,60.005,cyan 5,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_L.tif,sensillum length,F6,olfactory,trichoid,13.348,magenta 1,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_L.tif,sensillum length,F6,olfactory,trichoid,14.288,magenta 2,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_L.tif,sensillum length,F6,olfactory,trichoid,14.528,magenta 3,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_L.tif,sensillum length,F6,olfactory,trichoid,13.007,magenta 4,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_L.tif,sensillum length,F6,olfactory,trichoid,17.416,magenta 5,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_W.tif,sensillum width prox,F6,mechano,NA,3.779,cyan 1 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_W.tif,sensillum width med,F6,mechano,NA,2.255,cyan 1 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_W.tif,sensillum width dis,F6,mechano,NA,1.622,cyan 1 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_W.tif,sensillum width prox,F6,mechano,NA,3.957,cyan 2 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_W.tif,sensillum width med,F6,mechano,NA,2.506,cyan 2 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_W.tif,sensillum width dis,F6,mechano,NA,1.693,cyan 2 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_W.tif,sensillum width prox,F6,mechano,NA,4.129,cyan 3 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_W.tif,sensillum width med,F6,mechano,NA,2.784,cyan 3 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_W.tif,sensillum width dis,F6,mechano,NA,1.414,cyan 3 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_W.tif,sensillum width med,F6,olfactory,trichoid,1.899,magenta 1 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_W.tif,sensillum width med,F6,olfactory,trichoid,2.547,magenta 2 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f6_W.tif,sensillum width med,F6,olfactory,trichoid,2.333,magenta 3 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_antennae2.tif,segment length,F7,NA,NA,532.101,,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_L.tif,sensillum length,F7,mechano,NA,75.393,cyan 1,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_L.tif,sensillum length,F7,mechano,NA,72.195,cyan 2,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_L.tif,sensillum length,F7,mechano,NA,79.075,cyan 3,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_L.tif,sensillum length,F7,mechano,NA,43.278,cyan 4,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_L.tif,sensillum length,F7,mechano,NA,46.493,cyan 5,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_L.tif,sensillum length,F7,olfactory,trichoid,13.156,magenta 1,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_L.tif,sensillum length,F7,olfactory,trichoid,17.409,magenta 2,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_L.tif,sensillum length,F7,olfactory,trichoid,12.673,magenta 3,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_L.tif,sensillum length,F7,olfactory,trichoid,11.998,magenta 4,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_L.tif,sensillum length,F7,olfactory,trichoid,16.807,magenta 5,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_W.tif,sensillum width prox,F7,mechano,NA,4.772,cyan 1 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_W.tif,sensillum width med,F7,mechano,NA,3.074,cyan 1 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_W.tif,sensillum width dis,F7,mechano,NA,1.686,cyan 1 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_W.tif,sensillum width prox,F7,mechano,NA,5.101,cyan 2 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_W.tif,sensillum width med,F7,mechano,NA,3.71,cyan 2 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_W.tif,sensillum width dis,F7,mechano,NA,1.668,cyan 2 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_W.tif,sensillum width prox,F7,mechano,NA,4.788,cyan 3 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_W.tif,sensillum width med,F7,mechano,NA,3.264,cyan 3 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_W.tif,sensillum width dis,F7,mechano,NA,2.065,cyan 3 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_W.tif,sensillum width med,F7,olfactory,trichoid,1.884,magenta 1 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_W.tif,sensillum width med,F7,olfactory,trichoid,1.966,magenta 2 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f7_W.tif,sensillum width med,F7,olfactory,trichoid,2.013,magenta 3 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_antennae2.tif,segment length,F8,NA,NA,572.195,,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_L.tif,sensillum length,F8,mechano,NA,60.517,cyan 1,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_L.tif,sensillum length,F8,mechano,NA,65.455,cyan 2,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_L.tif,sensillum length,F8,mechano,NA,55.045,cyan 3,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_L.tif,sensillum length,F8,mechano,NA,47.472,cyan 4,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_L.tif,sensillum length,F8,mechano,NA,69.525,cyan 5,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_L.tif,sensillum length,F8,olfactory,trichoid,17.021,magenta 1,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_L.tif,sensillum length,F8,olfactory,trichoid,18.309,magenta 2,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_L.tif,sensillum length,F8,olfactory,trichoid,17.039,magenta 3,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_L.tif,sensillum length,F8,olfactory,trichoid,17.199,magenta 4,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_L.tif,sensillum length,F8,olfactory,trichoid,13.39,magenta 5,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_W.tif,sensillum width prox,F8,mechano,NA,4.084,cyan 1 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_W.tif,sensillum width med,F8,mechano,NA,3.27,cyan 1 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_W.tif,sensillum width dis,F8,mechano,NA,1.658,cyan 1 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_W.tif,sensillum width prox,F8,mechano,NA,3.309,cyan 2 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_W.tif,sensillum width med,F8,mechano,NA,1.918,cyan 2 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_W.tif,sensillum width dis,F8,mechano,NA,0.565,cyan 2 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_W.tif,sensillum width prox,F8,mechano,NA,5.19,cyan 3 A,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_W.tif,sensillum width med,F8,mechano,NA,3.63,cyan 3 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_W.tif,sensillum width dis,F8,mechano,NA,2.209,cyan 3 C,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_W.tif,sensillum width med,F8,olfactory,trichoid,1.994,magenta 1 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_W.tif,sensillum width med,F8,olfactory,trichoid,2.136,magenta 2 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f8_W.tif,sensillum width med,F8,olfactory,trichoid,1.941,magenta 3 B,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_antennae2.tif,segment length,F9,NA,NA,171.35,,
NCC Ent 12,Cratomorphus sp,Cratomorphus_sp_f9_L.tif,sensillum length,F9,mechano,NA,40.387,cyan 1,
