Photinus consanguineus (NCC Ent 10),,,,,,,,,
Specimen,Species,Filename,Measurement_type,Location,Sensillum_type,Olfactory_type,Value,Label on image,Comments
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_L.tif,sensillum length,F3,mechano,NA,50.01,cyan 2,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_L.tif,sensillum length,F3,mechano,NA,52.196,cyan 3,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_L.tif,sensillum length,F3,mechano,NA,63.595,cyan 4,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_L.tif,sensillum length,F3,mechano,NA,78.789,cyan 5,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_L.tif,sensillum length,F3,olfactory,trichoid,19.914,magenta 1,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_L.tif,sensillum length,F3,olfactory,trichoid,12.774,magenta 2,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_L.tif,sensillum length,F3,olfactory,trichoid,16.98,magenta 3,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_L.tif,sensillum length,F3,olfactory,trichoid,22.381,magenta 4,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_L.tif,sensillum length,F3,olfactory,trichoid,13.64,magenta 5,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_W.tif,sensillum width prox,F3,mechano,NA,2.433,cyan 1A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_W.tif,sensillum width med,F3,mechano,NA,2.067,cyan 1B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_W.tif,sensillum width dis,F3,mechano,NA,1.109,cyan 1C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_W.tif,sensillum width prox,F3,mechano,NA,2.634,cyan 2A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_W.tif,sensillum width med,F3,mechano,NA,1.582,cyan 2B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_W.tif,sensillum width dis,F3,mechano,NA,0.754,cyan 2C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_W.tif,sensillum width prox,F3,mechano,NA,2.562,cyan 3A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_W.tif,sensillum width med,F3,mechano,NA,2.271,cyan 3B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_W.tif,sensillum width dis,F3,mechano,NA,0.576,cyan 3C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.026,magenta 1B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.385,magenta 2B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.542,magenta 3B,
NCC Ent 10,Photinus consanguineus,Photinus_consanguineus_antenna.tif,segment length,F4,NA,NA,371.652,,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_L.tif,sensillum length,F4,mechano,NA,57.914,1 (yellow),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_L.tif,sensillum length,F4,mechano,NA,54.635,2 (yellow),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_L.tif,sensillum length,F4,mechano,NA,52.404,3 (yellow),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_L.tif,sensillum length,F4,mechano,NA,58.174,4 (yellow),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_L.tif,sensillum length,F4,mechano,NA,53.013,5 (yellow),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_L.tif,sensillum length,F4,olfactory,trichoid,18.57,1 (pink),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_L.tif,sensillum length,F4,olfactory,trichoid,22.358,2 (pink),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_L.tif,sensillum length,F4,olfactory,trichoid,22.026,3 (pink),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_L.tif,sensillum length,F4,olfactory,trichoid,16.543,4 (pink),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_L.tif,sensillum length,F4,olfactory,trichoid,23.569,5 (pink),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_W.tif,sensillum width prox,F4,mechano,NA,2.472,1 (yellow),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_W.tif,sensillum width med,F4,mechano,NA,1.469,1 (yellow),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_W.tif,sensillum width dis,F4,mechano,NA,0.309,1 (yellow),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_W.tif,sensillum width prox,F4,mechano,NA,2.782,2 (yellow),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_W.tif,sensillum width med,F4,mechano,NA,1.507,2 (yellow),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_W.tif,sensillum width dis,F4,mechano,NA,0.618,2 (yellow),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_W.tif,sensillum width prox,F4,mechano,NA,2.349,3 (yellow),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_W.tif,sensillum width med,F4,mechano,NA,1.622,3 (yellow),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_W.tif,sensillum width dis,F4,mechano,NA,0.712,3 (yellow),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_W.tif,sensillum width med,F4,olfactory,trichoid,1.224,1 (pink),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_W.tif,sensillum width med,F4,olfactory,trichoid,1.052,2 (pink),
NCC Ent 10,Photinus consanguineus,Photinus_consan_f4_W.tif,sensillum width med,F4,olfactory,trichoid,1.128,3 (pink),
NCC Ent 10,Photinus consanguineus,Photinus_consanguineus_antenna.tif,segment length,F5,NA,NA,328.13,,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_L.tif,sensillum length,F5,mechano,NA,84.449,cyan 1,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_L.tif,sensillum length,F5,mechano,NA,61.176,cyan 2,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_L.tif,sensillum length,F5,mechano,NA,64.624,cyan 3,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_L.tif,sensillum length,F5,mechano,NA,66.549,cyan 4,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_L.tif,sensillum length,F5,mechano,NA,61.1,cyan 5,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_L.tif,sensillum length,F5,olfactory,trichoid,21.079,magenta 1,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_L.tif,sensillum length,F5,olfactory,trichoid,13.966,magenta 2,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_L.tif,sensillum length,F5,olfactory,trichoid,9.183,magenta 3,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_L.tif,sensillum length,F5,olfactory,trichoid,12.216,magenta 4,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_L.tif,sensillum length,F5,olfactory,trichoid,15.085,magenta 5,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_W.tif,sensillum width prox,F5,mechano,NA,3.277,cyan 1A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_W.tif,sensillum width med,F5,mechano,NA,2.189,cyan 1B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_W.tif,sensillum width dis,F5,mechano,NA,1.034,cyan 1C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_W.tif,sensillum width prox,F5,mechano,NA,2.455,cyan 2A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_W.tif,sensillum width med,F5,mechano,NA,1.803,cyan 2B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_W.tif,sensillum width dis,F5,mechano,NA,0.729,cyan 2C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_W.tif,sensillum width prox,F5,mechano,NA,2.738,cyan 3A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_W.tif,sensillum width med,F5,mechano,NA,1.521,cyan 3B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_W.tif,sensillum width dis,F5,mechano,NA,0.541,cyan 3C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_W.tif,sensillum width med,F5,olfactory,trichoid,1.127,magenta 1B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_W.tif,sensillum width med,F5,olfactory,trichoid,1.233,magenta 2B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f5_W.tif,sensillum width med,F5,olfactory,trichoid,1.919,magenta 3B,
NCC Ent 10,Photinus consanguineus,Photinus_consanguineus_antenna.tif,segment length,F6,NA,NA,319.326,,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_L.tif,sensillum length,F6,mechano,NA,71.411,cyan 1,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_L.tif,sensillum length,F6,mechano,NA,50.178,cyan 2,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_L.tif,sensillum length,F6,mechano,NA,50.943,cyan 3,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_L.tif,sensillum length,F6,mechano,NA,45.987,cyan 4,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_L.tif,sensillum length,F6,mechano,NA,70.424,cyan 5,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_L.tif,sensillum length,F6,olfactory,trichoid,11.01,magenta 1,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_L.tif,sensillum length,F6,olfactory,trichoid,15.705,magenta 2,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_L.tif,sensillum length,F6,olfactory,trichoid,16.747,magenta 3,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_L.tif,sensillum length,F6,olfactory,trichoid,22.978,magenta 4,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_L.tif,sensillum length,F6,olfactory,trichoid,18.019,magenta 5,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_W.tif,sensillum width prox,F6,mechano,NA,2.917,cyan 1 A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_W.tif,sensillum width med,F6,mechano,NA,1.857,cyan 1 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_W.tif,sensillum width dis,F6,mechano,NA,0.866,cyan 1 C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_W.tif,sensillum width prox,F6,mechano,NA,2.312,cyan 2 A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_W.tif,sensillum width med,F6,mechano,NA,1.418,cyan 2 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_W.tif,sensillum width dis,F6,mechano,NA,0.908,cyan 2 C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_W.tif,sensillum width prox,F6,mechano,NA,1.992,cyan 3 A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_W.tif,sensillum width med,F6,mechano,NA,1.526,cyan 3 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_W.tif,sensillum width dis,F6,mechano,NA,0.989,cyan 3 C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_W.tif,sensillum width med,F6,olfactory,trichoid,1.247,magenta 1B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_W.tif,sensillum width med,F6,olfactory,trichoid,1.438,magenta 2B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f6_W.tif,sensillum width med,F6,olfactory,trichoid,1.527,magenta 2C,
NCC Ent 10,Photinus consanguineus,Photinus_consanguineus_antenna.tif,segment length,F7,NA,NA,331.692,,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_L.tif,sensillum length,F7,mechano,NA,86.428,cyan 1,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_L.tif,sensillum length,F7,mechano,NA,51.492,cyan 2,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_L.tif,sensillum length,F7,mechano,NA,64.795,cyan 3,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_L.tif,sensillum length,F7,mechano,NA,51.673,cyan 4,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_L.tif,sensillum length,F7,mechano,NA,76.887,cyan 5,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_L.tif,sensillum length,F7,olfactory,trichoid,23.296,magenta 1,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_L.tif,sensillum length,F7,olfactory,trichoid,31.336,magenta 2,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_L.tif,sensillum length,F7,olfactory,trichoid,24.849,magenta 3,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_L.tif,sensillum length,F7,olfactory,trichoid,12.533,magenta 4,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_L.tif,sensillum length,F7,olfactory,basiconica,12.881,magenta 5,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_W.tif,sensillum width prox,F7,mechano,NA,2.595,cyan 1 A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_W.tif,sensillum width med,F7,mechano,NA,2.208,cyan 1 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_W.tif,sensillum width dis,F7,mechano,NA,1.532,cyan 1 C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_W.tif,sensillum width prox,F7,mechano,NA,2.313,cyan 2 A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_W.tif,sensillum width med,F7,mechano,NA,1.663,cyan 2 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_W.tif,sensillum width dis,F7,mechano,NA,0.966,cyan 2 C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_W.tif,sensillum width prox,F7,mechano,NA,2.497,cyan 3 A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_W.tif,sensillum width med,F7,mechano,NA,1.697,cyan 3 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_W.tif,sensillum width dis,F7,mechano,NA,0.644,cyan 3 C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_W.tif,sensillum width med,F7,olfactory,basiconica,2.042,magenta 1 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_W.tif,sensillum width med,F7,olfactory,trichoid,1.464,magenta 2 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f7_W.tif,sensillum width med,F7,olfactory,trichoid,1.094,magenta 3 B,
NCC Ent 10,Photinus consanguineus,Photinus_consanguineus_antenna.tif,segment length,F8,NA,NA,336.314,,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_L.tif,sensillum length,F8,mechano,NA,56.825,cyan 1,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_L.tif,sensillum length,F8,mechano,NA,58.117,cyan 2,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_L.tif,sensillum length,F8,mechano,NA,54.153,cyan 3,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_L.tif,sensillum length,F8,mechano,NA,56.449,cyan 4,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_L.tif,sensillum length,F8,mechano,NA,56.84,cyan 5,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_L.tif,sensillum length,F8,olfactory,basiconica,11.418,magenta 1,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_L.tif,sensillum length,F8,olfactory,basiconica,8.78,magenta 2,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_L.tif,sensillum length,F8,olfactory,trichoid,10.061,magenta 3,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_L.tif,sensillum length,F8,olfactory,trichoid,23.826,magenta 4,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_L.tif,sensillum length,F8,olfactory,trichoid,24.462,magenta 5,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_W.tif,sensillum width prox,F8,mechano,NA,2.362,cyan 1 A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_W.tif,sensillum width med,F8,mechano,NA,1.527,cyan 1 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_W.tif,sensillum width dis,F8,mechano,NA,0.557,cyan 1 C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_W.tif,sensillum width prox,F8,mechano,NA,2.357,cyan 2 A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_W.tif,sensillum width med,F8,mechano,NA,1.426,cyan 2 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_W.tif,sensillum width dis,F8,mechano,NA,0.495,cyan 2 C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_W.tif,sensillum width prox,F8,mechano,NA,2.175,cyan 3 A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_W.tif,sensillum width med,F8,mechano,NA,1.704,cyan 3 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_W.tif,sensillum width dis,F8,mechano,NA,0.608,cyan 3 C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_W.tif,sensillum width med,F8,olfactory,trichoid,1.521,magenta 1B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_W.tif,sensillum width med,F8,olfactory,trichoid,1.449,magenta 2B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f8_W.tif,sensillum width med,F8,olfactory,trichoid,1.273,magenta 3B,
NCC Ent 10,Photinus consanguineus,Photinus_consanguineus_antenna.tif,segment length,F9,NA,NA,331.956,,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_L.tif,sensillum length,F9,mechano,NA,53.175,cyan 1,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_L.tif,sensillum length,F9,mechano,NA,59.031,cyan 2,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_L.tif,sensillum length,F9,mechano,NA,90.759,cyan 3,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_L.tif,sensillum length,F9,mechano,NA,60.475,cyan 4,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_L.tif,sensillum length,F9,mechano,NA,54.684,cyan 5,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_L.tif,sensillum length,F9,olfactory,trichoid,13.416,magenta 1,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_L.tif,sensillum length,F9,olfactory,trichoid,13.724,magenta 2,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_L.tif,sensillum length,F9,olfactory,basiconica,12.242,magenta 3,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_L.tif,sensillum length,F9,olfactory,basiconica,14.281,magenta 4,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_L.tif,sensillum length,F9,olfactory,basiconica,12.011,magenta 5,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_W.tif,sensillum width prox,F9,mechano,NA,3.424,cyan 1 A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_W.tif,sensillum width med,F9,mechano,NA,1.043,cyan 1 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_W.tif,sensillum width dis,F9,mechano,NA,0.61,cyan 1 C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_W.tif,sensillum width prox,F9,mechano,NA,2.825,cyan 2 A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_W.tif,sensillum width med,F9,mechano,NA,2.183,cyan 2 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_W.tif,sensillum width dis,F9,mechano,NA,0.559,cyan 2 C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_W.tif,sensillum width prox,F9,mechano,NA,2.616,cyan 3 A,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_W.tif,sensillum width med,F9,mechano,NA,2.387,cyan 3 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_W.tif,sensillum width dis,F9,mechano,NA,1.107,cyan 3 C,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_W.tif,sensillum width med,F9,olfactory,trichoid,1.851,magenta 1 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_W.tif,sensillum width med,F9,olfactory,trichoid,1.684,magenta 2 B,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f9_W.tif,sensillum width med,F9,olfactory,trichoid,1.786,magenta 3 B,
NCC Ent 10,Photinus consanguineus,Photinus_consanguineus_antenna.tif,segment length,F10,NA,NA,486.562,NA,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f10_L.tif,sensillum length,F10,mechano,NA,55.377,cyan 1,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f10_L.tif,sensillum length,F10,mechano,NA,56.992,cyan 2,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f10_L.tif,sensillum length,F10,mechano,NA,54.36,cyan 3,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f10_L.tif,sensillum length,F10,mechano,NA,54.009,cyan 4,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f10_L.tif,sensillum length,F10,mechano,NA,51.568,cyan 5,
NCC Ent 10,Photinus consanguineus,Photinus_consan_f10_L.tif,sensillum length,F10,olfactory,basiconica,10.609,magenta 1,
