Bicellonycha wickershamorum wickershamorum (LACM Ent 574189),,,,,,,,,
Specimen,Species,Filename,Measurement_type,Location,Sensillum_type,Olfactory_type,Value,Label on image,Comments
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f2-widths.tif,sensillum width med,F2,mechano,NA,2.355,3B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f2-widths.tif,sensillum width dis,F2,mechano,NA,0.855,3C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f2W-widths2.tif,sensillum width med,F2,olfactory,trichoid,1.851,1D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f2W-widths2.tif,sensillum width med,F2,olfactory,basiconica,1.769,2D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f2W-widths2.tif,sensillum width med,F2,olfactory,trichoid,1.907,3D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3.tif,segment length,F3,NA,NA,345.737,,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3L-lengths.tif,sensillum length,F3,mechano,NA,84.749,1 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3L-lengths.tif,sensillum length,F3,mechano,NA,105.765,2 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3L-lengths.tif,sensillum length,F3,mechano,NA,81.272,3 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3L-lengths.tif,sensillum length,F3,mechano,NA,121.264,4 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3L-lengths.tif,sensillum length,F3,mechano,NA,72.881,5 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3L-lengths.tif,sensillum length,F3,olfactory,trichoid,10.152,1 (pink) ,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3L-lengths.tif,sensillum length,F3,olfactory,trichoid,13.863,2 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3L-lengths.tif,sensillum length,F3,olfactory,trichoid,8.684,3 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3L-lengths.tif,sensillum length,F3,olfactory,trichoid,15.803,4 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3W-widths.tif,sensillum width prox,F3,mechano,NA,4.083,1A,ignore B with X through it!
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3W-widths.tif,sensillum width med,F3,mechano,NA,2.822,1B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3W-widths.tif,sensillum width dis,F3,mechano,NA,1.401,1C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3W-widths.tif,sensillum width prox,F3,mechano,NA,4.893,2A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3W-widths.tif,sensillum width med,F3,mechano,NA,2.579,2B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3W-widths.tif,sensillum width dis,F3,mechano,NA,1.476,2C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3W-widths.tif,sensillum width prox,F3,mechano,NA,3.838,3A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3W-widths.tif,sensillum width med,F3,mechano,NA,2.781,3B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3W-widths.tif,sensillum width dis,F3,mechano,NA,0.651,3C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3W-widths2.tif,sensillum width med,F3,olfactory,trichoid,1.484,1D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3W-widths2.tif,sensillum width med,F3,olfactory,trichoid,1.39,2D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f3W-widths2.tif,sensillum width med,F3,olfactory,trichoid,1.684,3D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4.tif,segment length,F4,NA,NA,359.429,,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4L-lengths.tif,sensillum length,F4,mechano,NA,85.607,1 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4L-lengths.tif,sensillum length,F4,mechano,NA,70.91,2 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4L-lengths.tif,sensillum length,F4,mechano,NA,82.032,3 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4L-lengths.tif,sensillum length,F4,mechano,NA,75.222,4 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4L-lengths.tif,sensillum length,F4,mechano,NA,68.986,5 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-lengths2.tif,sensillum length,F4,olfactory,trichoid,11.046,1 (pink) ,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-lengths2.tif,sensillum length,F4,olfactory,trichoid,14.886,2 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-lengths2.tif,sensillum length,F4,olfactory,trichoid,13.018,3 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-lengths2.tif,sensillum length,F4,olfactory,trichoid,11.794,4 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-lengths2.tif,sensillum length,F4,olfactory,trichoid,14.242,5 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-widths.tif,sensillum width prox,F4,mechano,NA,3.58,1A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-widths.tif,sensillum width med,F4,mechano,NA,2.049,1B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-widths.tif,sensillum width dis,F4,mechano,NA,0.773,1C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-widths.tif,sensillum width prox,F4,mechano,NA,3.884,2A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-widths.tif,sensillum width med,F4,mechano,NA,3.087,2B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-widths.tif,sensillum width dis,F4,mechano,NA,0.916,2C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-widths.tif,sensillum width prox,F4,mechano,NA,3.85,3A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-widths.tif,sensillum width med,F4,mechano,NA,2.35,3B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-widths.tif,sensillum width dis,F4,mechano,NA,0.916,3C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-widths2.tif,sensillum width med,F4,olfactory,trichoid,1.335,1D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-widths2.tif,sensillum width med,F4,olfactory,trichoid,1.369,2D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f4W-widths2.tif,sensillum width med,F4,olfactory,trichoid,1.429,3D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5.tif,segment length,F5,NA,NA,351.57,,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5L-lengths.tif,sensillum length,F5,mechano,NA,95.059,1 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5L-lengths.tif,sensillum length,F5,mechano,NA,80.753,2 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5L-lengths.tif,sensillum length,F5,mechano,NA,80.565,3 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5L-lengths.tif,sensillum length,F5,mechano,NA,80.452,4 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5L-lengths.tif,sensillum length,F5,mechano,NA,77.226,5 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5W-lengths2.tif,sensillum length,F5,olfactory,trichoid,15.951,1 (pink) ,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5W-lengths2.tif,sensillum length,F5,olfactory,trichoid,12.191,2 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5W-lengths2.tif,sensillum length,F5,olfactory,trichoid,15.135,3 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5W-lengths2.tif,sensillum length,F5,olfactory,trichoid,14.282,4 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5W-lengths2.tif,sensillum length,F5,olfactory,trichoid,12.576,5 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5Lw-widths.tif,sensillum width prox,F5,mechano,NA,4.755,1A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5Lw-widths.tif,sensillum width med,F5,mechano,NA,2.696,1B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5Lw-widths.tif,sensillum width dis,F5,mechano,NA,1.121,1C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5Lw-widths.tif,sensillum width prox,F5,mechano,NA,4.561,2A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5Lw-widths.tif,sensillum width med,F5,mechano,NA,2.691,2B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5Lw-widths.tif,sensillum width dis,F5,mechano,NA,1.154,2C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5Lw-widths.tif,sensillum width prox,F5,mechano,NA,3.509,3A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5Lw-widths.tif,sensillum width med,F5,mechano,NA,2.645,3B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5Lw-widths.tif,sensillum width dis,F5,mechano,NA,0.718,3C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5w-widths2.tif,sensillum width med,F5,olfactory,trichoid,1.551,1D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5w-widths2.tif,sensillum width med,F5,olfactory,trichoid,1.563,2D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f5w-widths2.tif,sensillum width med,F5,olfactory,trichoid,1.36,3D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6.tif,segment length,F6,NA,NA,359.966,,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6L-lengths.tif,sensillum length,F6,mechano,NA,74.678,1 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6L-lengths.tif,sensillum length,F6,mechano,NA,76.723,2 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6L-lengths.tif,sensillum length,F6,mechano,NA,108.894,3 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6L-lengths.tif,sensillum length,F6,mechano,NA,76.969,4 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6L-lengths.tif,sensillum length,F6,mechano,NA,76.875,5 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-lengths2.tif,sensillum length,F6,olfactory,trichoid,11.65,1 (pink) ,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-lengths2.tif,sensillum length,F6,olfactory,trichoid,11.935,2 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-lengths2.tif,sensillum length,F6,olfactory,trichoid,12.732,3 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-lengths2.tif,sensillum length,F6,olfactory,trichoid,19.426,4 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-lengths2.tif,sensillum length,F6,olfactory,trichoid,12.87,5 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-widths.tif,sensillum width prox,F6,mechano,NA,3.79,1A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-widths.tif,sensillum width med,F6,mechano,NA,2.333,1B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-widths.tif,sensillum width dis,F6,mechano,NA,0.918,1C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-widths.tif,sensillum width prox,F6,mechano,NA,3.639,2A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-widths.tif,sensillum width med,F6,mechano,NA,2.341,2B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-widths.tif,sensillum width dis,F6,mechano,NA,0.699,2C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-widths.tif,sensillum width prox,F6,mechano,NA,5.104,3A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-widths.tif,sensillum width med,F6,mechano,NA,4.359,3B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-widths.tif,sensillum width dis,F6,mechano,NA,1.127,3C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-widths2.tif,sensillum width med,F6,olfactory,trichoid,2.254,1D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-widths2.tif,sensillum width med,F6,olfactory,trichoid,1.709,2D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f6W-widths2.tif,sensillum width med,F6,olfactory,trichoid,1.89,3D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7.tif,segment length,F7,NA,NA,280.236,,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7L-lengths.tif,sensillum length,F7,mechano,NA,64.225,1 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7L-lengths.tif,sensillum length,F7,mechano,NA,56.116,2 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7L-lengths.tif,sensillum length,F7,mechano,NA,93.153,3 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7L-lengths.tif,sensillum length,F7,mechano,NA,57.792,4 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7L-lengths.tif,sensillum length,F7,mechano,NA,71.43,5 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-lengths2.tif,sensillum length,F7,olfactory,basiconica,13.967,1 (pink) ,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-lengths2.tif,sensillum length,F7,olfactory,trichoid,12.217,2 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-lengths2.tif,sensillum length,F7,olfactory,trichoid,12.413,3 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-lengths2.tif,sensillum length,F7,olfactory,trichoid,10.963,4 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-lengths2.tif,sensillum length,F7,olfactory,trichoid,11.903,5 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-widths.tif,sensillum width prox,F7,mechano,NA,3.759,1A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-widths.tif,sensillum width med,F7,mechano,NA,2.311,1B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-widths.tif,sensillum width dis,F7,mechano,NA,1.038,1C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-widths.tif,sensillum width prox,F7,mechano,NA,3.585,2A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-widths.tif,sensillum width med,F7,mechano,NA,2.048,2B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-widths.tif,sensillum width dis,F7,mechano,NA,0.427,2C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-widths.tif,sensillum width prox,F7,mechano,NA,3.814,3A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-widths.tif,sensillum width med,F7,mechano,NA,2.226,3B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-widths.tif,sensillum width dis,F7,mechano,NA,1.741,3C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-widths2.tif,sensillum width med,F7,olfactory,trichoid,1.712,1D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-widths2.tif,sensillum width med,F7,olfactory,trichoid,1.475,2D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f7W-widths2.tif,sensillum width med,F7,olfactory,trichoid,1.416,3D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8.tif,segment length,F8,NA,NA,285.12,,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-lengths.tif,sensillum length,F8,mechano,NA,61.832,1 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-lengths.tif,sensillum length,F8,mechano,NA,63.755,2 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-lengths.tif,sensillum length,F8,mechano,NA,52.845,3 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-lengths.tif,sensillum length,F8,mechano,NA,72.533,4 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-lengths.tif,sensillum length,F8,mechano,NA,82.033,5 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-lengths2.tif,sensillum length,F8,olfactory,trichoid,10.199,1 (pink) ,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-lengths2.tif,sensillum length,F8,olfactory,trichoid,10.263,2 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-lengths2.tif,sensillum length,F8,olfactory,trichoid,10.686,3 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-lengths2.tif,sensillum length,F8,olfactory,trichoid,12.463,4 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-lengths2.tif,sensillum length,F8,olfactory,trichoid,11.56,5 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-widths.tif,sensillum width prox,F8,mechano,NA,3.566,1A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-widths.tif,sensillum width med,F8,mechano,NA,2.859,1B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-widths.tif,sensillum width dis,F8,mechano,NA,0.793,1C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-widths.tif,sensillum width prox,F8,mechano,NA,3.247,2A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-widths.tif,sensillum width med,F8,mechano,NA,1.951,2B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-widths.tif,sensillum width dis,F8,mechano,NA,0.748,2C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-widths.tif,sensillum width prox,F8,mechano,NA,3.883,3A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-widths.tif,sensillum width med,F8,mechano,NA,2.575,3B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-widths.tif,sensillum width dis,F8,mechano,NA,0.905,3C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-widths2.tif,sensillum width med,F8,olfactory,trichoid,1.669,1D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-widths2.tif,sensillum width med,F8,olfactory,trichoid,1.907,2D,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f8-widths2.tif,sensillum width med,F8,olfactory,trichoid,2.099,3D,
LACM Ent 574189,Bicellonycha wickershamorum,B wick f9.tif,segment length,F9,NA,NA,317.843,,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9L-lengths.tif,sensillum length,F9,mechano,NA,54.355,1 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9L-lengths.tif,sensillum length,F9,mechano,NA,50.894,2 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9L-lengths.tif,sensillum length,F9,mechano,NA,52.831,3 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9L-lengths.tif,sensillum length,F9,mechano,NA,60.34,4 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9L-lengths.tif,sensillum length,F9,mechano,NA,53.998,5 (yellow),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9W-lengths2.tif,sensillum length,F9,olfactory,trichoid,12.745,1 (pink) ,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9W-lengths2.tif,sensillum length,F9,olfactory,trichoid,12.547,2 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9W-lengths2.tif,sensillum length,F9,olfactory,basiconica,8.814,3 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9W-lengths2.tif,sensillum length,F9,olfactory,trichoid,10.932,4 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9W-lengths2.tif,sensillum length,F9,olfactory,trichoid,10.73,5 (pink),
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9W-widths.tif,sensillum width prox,F9,mechano,NA,2.971,1A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9W-widths.tif,sensillum width med,F9,mechano,NA,1.98,1B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9W-widths.tif,sensillum width dis,F9,mechano,NA,0.472,1C,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9W-widths.tif,sensillum width prox,F9,mechano,NA,3.073,2A,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9W-widths.tif,sensillum width med,F9,mechano,NA,1.473,2B,
LACM Ent 574189,Bicellonycha wickershamorum,B wickershamorum f9W-widths.tif,sensillum width dis,F9,mechano,NA,0.627,2C,
