Photinus indictus (NCC Ent 9),,,,,,,,,
Specimen,Species,Filename,Measurement_type,Location,Sensillum_type,Olfactory_type,Value,Label on image,Comments
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_L.tif,sensillum length,F6,mechano,NA,55.319,cyan 5,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_L.tif,sensillum length,F6,olfactory,basiconica,12.372,magenta 1,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_L.tif,sensillum length,F6,olfactory,trichoid,15.06,magenta 2,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_L.tif,sensillum length,F6,olfactory,basiconica,10.07,magenta 3,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_L.tif,sensillum length,F6,olfactory,basiconica,10.265,magenta 4,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_L.tif,sensillum length,F6,olfactory,basiconica,10.614,magenta 5,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_W.tif,sensillum width prox,F6,mechano,NA,2.82,cyan 1A,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_W.tif,sensillum width med,F6,mechano,NA,1.37,cyan 1B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_W.tif,sensillum width dis,F6,mechano,NA,0.301,cyan 1C,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_W.tif,sensillum width prox,F6,mechano,NA,3.178,cyan 2A,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_W.tif,sensillum width med,F6,mechano,NA,1.803,cyan 2B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_W.tif,sensillum width dis,F6,mechano,NA,0.53,cyan 2C,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_W.tif,sensillum width prox,F6,mechano,NA,2.288,cyan 3A,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_W.tif,sensillum width med,F6,mechano,NA,1.503,cyan 3B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_W.tif,sensillum width dis,F6,mechano,NA,0.659,cyan 3C,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_W.tif,sensillum width med,F6,olfactory,trichoid,1.102,magenta 1B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_W.tif,sensillum width med,F6,olfactory,basiconica,2.061,magenta 2B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f6_W.tif,sensillum width med,F6,olfactory,basiconica,1.912,magenta 3B,
NCC Ent 9,Photinus indictus,Photinus_indictis_antennae.tif,segment length,F7,NA,NA,179.058,,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_L.tif,sensillum length,F7,mechano,NA,51.338,cyan 1,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_L.tif,sensillum length,F7,mechano,NA,74.771,cyan 2,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_L.tif,sensillum length,F7,mechano,NA,26.994,cyan 3,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_L.tif,sensillum length,F7,mechano,NA,52.399,cyan 4,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_L.tif,sensillum length,F7,mechano,NA,35.122,cyan 5,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_L.tif,sensillum length,F7,olfactory,basiconica,9.387,magenta 1,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_L.tif,sensillum length,F7,olfactory,basiconica,10.128,magenta 2,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_L.tif,sensillum length,F7,olfactory,basiconica,9.151,magenta 3,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_L.tif,sensillum length,F7,olfactory,trichoid,19.488,magenta 4,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_L.tif,sensillum length,F7,olfactory,trichoid,13.848,magenta 5,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_W.tif,sensillum width prox,F7,mechano,NA,3.041,cyan 1A,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_W.tif,sensillum width med,F7,mechano,NA,1.595,cyan 1B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_W.tif,sensillum width dis,F7,mechano,NA,0.476,cyan 1C,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_W.tif,sensillum width prox,F7,mechano,NA,2.683,cyan 2A,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_W.tif,sensillum width med,F7,mechano,NA,1.696,cyan 2B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_W.tif,sensillum width dis,F7,mechano,NA,0.362,cyan 2C,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_W.tif,sensillum width prox,F7,mechano,NA,3.205,cyan 3A,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_W.tif,sensillum width med,F7,mechano,NA,1.766,cyan 3B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_W.tif,sensillum width dis,F7,mechano,NA,0.519,cyan 3C,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_W.tif,sensillum width med,F7,olfactory,trichoid,1.19,magenta 1B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_W.tif,sensillum width med,F7,olfactory,basiconica,1.946,magenta 2B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f7_W.tif,sensillum width med,F7,olfactory,basiconica,1.786,magenta 3B,
NCC Ent 9,Photinus indictus,Photinus_indictis_antennae.tif,segment length,F8,NA,NA,205.295,,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_L.tif,sensillum length,F8,mechano,NA,45.334,cyan 1,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_L.tif,sensillum length,F8,mechano,NA,36.501,cyan 2,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_L.tif,sensillum length,F8,mechano,NA,60.452,cyan 3,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_L.tif,sensillum length,F8,mechano,NA,49.564,cyan 4,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_L.tif,sensillum length,F8,mechano,NA,46.617,cyan 5,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_L.tif,sensillum length,F8,olfactory,basiconica,12.986,magenta 1,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_L.tif,sensillum length,F8,olfactory,basiconica,11.151,magenta 2,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_L.tif,sensillum length,F8,olfactory,basiconica,11.477,magenta 3,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_L.tif,sensillum length,F8,olfactory,trichoid,19.672,magenta 4,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_L.tif,sensillum length,F8,olfactory,basiconica,10.595,magenta 5,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_W.tif,sensillum width prox,F8,mechano,NA,2.692,cyan 1A,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_W.tif,sensillum width med,F8,mechano,NA,1.4,cyan 1B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_W.tif,sensillum width dis,F8,mechano,NA,0.383,cyan 1C,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_W.tif,sensillum width prox,F8,mechano,NA,3.397,cyan 2A,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_W.tif,sensillum width med,F8,mechano,NA,1.867,cyan 2B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_W.tif,sensillum width dis,F8,mechano,NA,0.482,cyan 2C,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_W.tif,sensillum width prox,F8,mechano,NA,2.414,cyan 3A,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_W.tif,sensillum width med,F8,mechano,NA,1.497,cyan 3B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f8_W.tif,sensillum width dis,F8,mechano,NA,0.548,cyan 3C,
