Photuris flavicollis (NCC Ent 6),,,,,,,,,
Specimen,Species,Filename,Measurement_type,Location,Sensillum_type,Olfactory_type,Value,Label on image,Comments
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_L.tif,sensillum length,F3,mechano,NA,39.85,3 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_L.tif,sensillum length,F3,mechano,NA,40.764,4 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_L.tif,sensillum length,F3,mechano,NA,44.765,5 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_L.tif,sensillum length,F3,olfactory,trichoid,12.518,1 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_L.tif,sensillum length,F3,olfactory,trichoid,11.585,2 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_L.tif,sensillum length,F3,olfactory,trichoid,10.971,3 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_L.tif,sensillum length,F3,olfactory,trichoid,11.909,4 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_L.tif,sensillum length,F3,olfactory,trichoid,10.496,5 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_W.tif,sensillum width prox,F3,mechano,NA,2.39,1 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_W.tif,sensillum width med,F3,mechano,NA,1.258,1 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_W.tif,sensillum width dis,F3,mechano,NA,0.496,1 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_W.tif,sensillum width prox,F3,mechano,NA,3.077,2 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_W.tif,sensillum width med,F3,mechano,NA,1.503,2 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_W.tif,sensillum width dis,F3,mechano,NA,0.466,2 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_W.tif,sensillum width prox,F3,mechano,NA,2.557,3 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_W.tif,sensillum width med,F3,mechano,NA,1.402,3 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_W.tif,sensillum width dis,F3,mechano,NA,0.378,3 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.159,1 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.53,2 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.27,3 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_antennae.tif,segment length,F4,NA,NA,352.215,,
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_L.tif,sensillum length,F4,mechano,NA,44.046,1 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_L.tif,sensillum length,F4,mechano,NA,47.268,2 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_L.tif,sensillum length,F4,mechano,NA,48.622,3 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_L.tif,sensillum length,F4,mechano,NA,51.417,4 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_L.tif,sensillum length,F4,mechano,NA,43.74,5 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_L.tif,sensillum length,F4,olfactory,trichoid,9.816,1 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_L.tif,sensillum length,F4,olfactory,trichoid,10.447,2 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_L.tif,sensillum length,F4,olfactory,trichoid,12.154,3 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_L.tif,sensillum length,F4,olfactory,basiconica,5.305,4 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_L.tif,sensillum length,F4,olfactory,trichoid,10.617,5 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_W.tif,sensillum width prox,F4,mechano,NA,2.456,1 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_W.tif,sensillum width med,F4,mechano,NA,1.3,1 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_W.tif,sensillum width dis,F4,mechano,NA,0.557,1 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_W.tif,sensillum width prox,F4,mechano,NA,2.563,2 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_W.tif,sensillum width med,F4,mechano,NA,1.081,2 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_W.tif,sensillum width dis,F4,mechano,NA,0.267,2 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_W.tif,sensillum width prox,F4,mechano,NA,2.6,3 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_W.tif,sensillum width med,F4,mechano,NA,1.506,3 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_W.tif,sensillum width dis,F4,mechano,NA,0.449,3 (yellow),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_W.tif,sensillum width med,F4,olfactory,trichoid,0.917,1 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_W.tif,sensillum width med,F4,olfactory,trichoid,1.026,2 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f4_W.tif,sensillum width med,F4,olfactory,trichoid,0.873,3 (pink),
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f1_xy.tif,segment width,F1,NA,NA,75.8,NA,
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f1_xy.tif,segment width,F2,NA,NA,71.3,NA,
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f1_xy.tif,segment width,F3,NA,NA,67.1,NA,
NCC Ent 6,Photuris flavicollis,Photuris_flavicollis_f1_xy.tif,segment width,F4,NA,NA,70.1,NA,
